loss,master_output_loss,sub_output_loss,master_output_categorical_accuracy,master_output_f1_m,master_output_precision_m,master_output_recall_m,sub_output_categorical_accuracy,sub_output_f1_m,sub_output_precision_m,sub_output_recall_m,val_loss,val_master_output_loss,val_sub_output_loss,val_master_output_categorical_accuracy,val_master_output_f1_m,val_master_output_precision_m,val_master_output_recall_m,val_sub_output_categorical_accuracy,val_sub_output_f1_m,val_sub_output_precision_m,val_sub_output_recall_m
4.431130409240723,1.3790143728256226,3.0521161556243896,0.5537109375,0.5486771464347839,0.5883898138999939,0.5143229365348816,0.1656901091337204,0.11550933122634888,0.21987450122833252,0.0794270858168602,4.87360143661499,1.9801808595657349,2.893420457839966,0.2682291567325592,0.2654907703399658,0.2694075405597687,0.26171875,0.1432291716337204,0.1714419722557068,0.28725942969322205,0.1223958358168602
2.864763021469116,0.6174656748771667,2.2472972869873047,0.7972381114959717,0.7961344122886658,0.8192735314369202,0.7745051980018616,0.3762209415435791,0.34694790840148926,0.49335312843322754,0.26874998211860657,3.9461352825164795,1.4409337043762207,2.505201578140259,0.4244791567325592,0.4091683626174927,0.4484268128871918,0.3763020932674408,0.23046875,0.06149548292160034,0.34577229619026184,0.0338541679084301
2.4632248878479004,0.5002039074897766,1.963021159172058,0.8342876434326172,0.8295614123344421,0.8485512733459473,0.8116145730018616,0.4412260055541992,0.4194963276386261,0.5413818359375,0.34279951453208923,3.097825765609741,1.0461292266845703,2.0516960620880127,0.6263020634651184,0.5887529850006104,0.6897262930870056,0.5143229365348816,0.359375,0.09792813658714294,0.6244484782218933,0.0533854179084301
2.0872137546539307,0.395607590675354,1.6916059255599976,0.8743684887886047,0.8747085928916931,0.8923280239105225,0.8578775525093079,0.4826540946960449,0.4611511528491974,0.5825322270393372,0.3822656571865082,3.371767044067383,1.3876676559448242,1.9840997457504272,0.5533854365348816,0.553490161895752,0.5992391109466553,0.5143229365348816,0.37890625,0.23415230214595795,0.717326819896698,0.140625
1.9551291465759277,0.35989999771118164,1.5952292680740356,0.8790838718414307,0.8814871907234192,0.8951266407966614,0.8683724403381348,0.5186931490898132,0.49633732438087463,0.6163854598999023,0.4160026013851166,4.193542957305908,2.1248092651367188,2.0687339305877686,0.375,0.36853620409965515,0.38897982239723206,0.3502604067325592,0.32421875,0.2298472672700882,0.6453266143798828,0.140625
1.8119866847991943,0.3334190547466278,1.4785679578781128,0.8912091851234436,0.8917103409767151,0.9041854739189148,0.8797265887260437,0.547659158706665,0.5316282510757446,0.6412477493286133,0.4546875059604645,4.384146213531494,2.113032579421997,2.271113634109497,0.3684895932674408,0.3600059449672699,0.3733985424041748,0.34765625,0.3059895932674408,0.29207560420036316,0.5820454955101013,0.1953125
1.6998127698898315,0.2784295082092285,1.421383261680603,0.9026608467102051,0.9017984867095947,0.9131954312324524,0.8907942771911621,0.5493432283401489,0.5218486189842224,0.6352440714836121,0.4433463513851166,5.627442836761475,3.263789415359497,2.3636534214019775,0.3020833432674408,0.3018989562988281,0.3043683171272278,0.2994791567325592,0.2916666567325592,0.25444093346595764,0.6022684574127197,0.1614583283662796
1.6220694780349731,0.2725781798362732,1.3494914770126343,0.9077130556106567,0.9104694724082947,0.9256251454353333,0.8960416913032532,0.5830245614051819,0.5654134750366211,0.6735461354255676,0.4880599081516266,5.134085178375244,2.6383864879608154,2.4956982135772705,0.3229166567325592,0.31702664494514465,0.32895931601524353,0.3059895932674408,0.2786458432674408,0.26396507024765015,0.44012951850891113,0.1888020783662796
1.5361695289611816,0.24822157621383667,1.2879480123519897,0.9120916128158569,0.9138839840888977,0.9241917729377747,0.903893232345581,0.5985180139541626,0.5821717381477356,0.6864859461784363,0.5059244632720947,4.648481369018555,2.0812039375305176,2.567277669906616,0.3971354067325592,0.3986170291900635,0.41279590129852295,0.3854166567325592,0.2864583432674408,0.25560638308525085,0.42443764209747314,0.18359375
1.4667057991027832,0.22272275388240814,1.2439830303192139,0.9245536923408508,0.9236077666282654,0.934922993183136,0.912682294845581,0.6086224317550659,0.5981871485710144,0.6952197551727295,0.5252473950386047,3.5929248332977295,1.5764318704605103,2.0164928436279297,0.5221354365348816,0.5114910006523132,0.5325232148170471,0.4921875,0.37109375,0.3696424067020416,0.5492353439331055,0.2786458432674408
1.4427276849746704,0.23494094610214233,1.2077867984771729,0.9218592047691345,0.9211440682411194,0.9322330951690674,0.9103646278381348,0.6059279441833496,0.5974751114845276,0.7006797194480896,0.521263062953949,3.913571357727051,1.3958088159561157,2.5177626609802246,0.53125,0.5209619998931885,0.5472949743270874,0.4973958432674408,0.3190104067325592,0.3343466520309448,0.4251275956630707,0.2760416567325592
1.4447851181030273,0.22502152621746063,1.2197635173797607,0.9252273440361023,0.925061047077179,0.9347954392433167,0.915611982345581,0.6183900237083435,0.6076943278312683,0.6982532143592834,0.53871089220047,2.5947749614715576,0.6775844097137451,1.9171909093856812,0.7421875,0.7501018643379211,0.7723848223686218,0.7291666865348816,0.4283854067325592,0.4167303740978241,0.5429156422615051,0.3385416567325592
1.3518091440200806,0.21374522149562836,1.138063907623291,0.9248905181884766,0.9227562546730042,0.9328128695487976,0.9130077958106995,0.6369147896766663,0.6289262175559998,0.7245072722434998,0.5562109351158142,2.9733951091766357,0.7870168685913086,2.186378240585327,0.7135416865348816,0.7145687937736511,0.7379565238952637,0.6927083134651184,0.3971354067325592,0.3886696398258209,0.4720114767551422,0.3307291567325592
1.272525668144226,0.1761646717786789,1.096360683441162,0.9400471448898315,0.9378302693367004,0.9456281065940857,0.9302213788032532,0.6436510682106018,0.6313881278038025,0.7262143492698669,0.5587760806083679,2.0060925483703613,0.36203745007514954,1.6440550088882446,0.86328125,0.8679389357566833,0.8892466425895691,0.84765625,0.48828125,0.46183764934539795,0.5650530457496643,0.390625
1.2961918115615845,0.18342776596546173,1.1127640008926392,0.9366790056228638,0.9360793232917786,0.9458286762237549,0.9266406893730164,0.6325362324714661,0.6230168342590332,0.7150086760520935,0.5527604222297668,1.4921761751174927,0.1807902306318283,1.3113858699798584,0.9388020634651184,0.9395461678504944,0.9565994739532471,0.9231770634651184,0.5859375,0.5652017593383789,0.6878166198730469,0.48046875
1.1948953866958618,0.1550970822572708,1.039798617362976,0.9440889358520508,0.9449161887168884,0.9529286026954651,0.937096357345581,0.6648703217506409,0.6575531959533691,0.7499465942382812,0.5857942700386047,1.320752739906311,0.16298840939998627,1.1577644348144531,0.9479166865348816,0.9470288157463074,0.96235591173172,0.9322916865348816,0.62890625,0.5960298180580139,0.7146702408790588,0.51171875
1.1802291870117188,0.15978720784187317,1.0204418897628784,0.9386999011039734,0.9410430788993835,0.9477289319038391,0.9344921708106995,0.6668912172317505,0.6549498438835144,0.7476006150245667,0.5832682251930237,1.389699101448059,0.19614218175411224,1.1935569047927856,0.9322916865348816,0.9352991580963135,0.9477813243865967,0.9231770634651184,0.6067708134651184,0.6050764918327332,0.6897480487823486,0.5390625
1.1476243734359741,0.1493760347366333,0.998248279094696,0.9471202492713928,0.9475918412208557,0.9546664357185364,0.9406771063804626,0.6759851574897766,0.6700902581214905,0.744273841381073,0.6099218726158142,1.4307165145874023,0.15024398267269135,1.2804726362228394,0.9466145634651184,0.9464400410652161,0.9610818028450012,0.9322916865348816,0.5950520634651184,0.5891755819320679,0.6696907877922058,0.5260416865348816
1.1535916328430176,0.15332822501659393,1.0002634525299072,0.9471202492713928,0.9492245316505432,0.9579155445098877,0.9407551884651184,0.6756483912467957,0.6742391586303711,0.7607913613319397,0.6057682633399963,1.469429850578308,0.202866792678833,1.266563057899475,0.9322916865348816,0.9340851902961731,0.9453046917915344,0.9231770634651184,0.5768229365348816,0.5732519626617432,0.6651191115379333,0.50390625
1.0948652029037476,0.1354331523180008,0.9594321846961975,0.9504883885383606,0.9518523216247559,0.9569026827812195,0.9469010233879089,0.6833950877189636,0.6763899922370911,0.7574889659881592,0.6115104556083679,1.1278809309005737,0.14461135864257812,0.9832695126533508,0.9453125,0.948982298374176,0.9636844992637634,0.9348958134651184,0.68359375,0.6833319664001465,0.7640819549560547,0.6184895634651184
