loss,master_output_loss,sub_output_loss,master_output_categorical_accuracy,sub_output_categorical_accuracy,val_loss,val_master_output_loss,val_sub_output_loss,val_master_output_categorical_accuracy,val_sub_output_categorical_accuracy
4.301440715789795,1.2913804054260254,3.0100603103637695,0.5852864384651184,0.1653645783662796,3.8558661937713623,1.399214744567871,2.456651210784912,0.2604166567325592,0.3528645932674408
2.928886890411377,0.6249635815620422,2.3039231300354004,0.7975749373435974,0.34590771794319153,3.967395782470703,1.3656541109085083,2.6017417907714844,0.3203125,0.1940104216337204
2.494872570037842,0.5266410708427429,1.968230962753296,0.8342876434326172,0.4435836970806122,3.3006513118743896,1.1677964925765991,2.132854700088501,0.51171875,0.3463541567325592
2.2357537746429443,0.4045969247817993,1.831156849861145,0.8639272451400757,0.45065680146217346,3.1358044147491455,1.2495840787887573,1.8862203359603882,0.64453125,0.4127604067325592
2.0240814685821533,0.35710108280181885,1.6669801473617554,0.8797575235366821,0.49275851249694824,3.3295156955718994,1.426121711730957,1.9033942222595215,0.6263020634651184,0.4244791567325592
1.9138420820236206,0.33109918236732483,1.582742691040039,0.8901987075805664,0.5325025320053101,4.060103893280029,2.0567197799682617,2.0033843517303467,0.5286458134651184,0.3802083432674408
1.7741013765335083,0.28865253925323486,1.4854487180709839,0.8979454636573792,0.5412597060203552,4.291662216186523,2.174365282058716,2.1172969341278076,0.3984375,0.3059895932674408
1.7304121255874634,0.26394855976104736,1.4664638042449951,0.9107443690299988,0.5483327507972717,4.773744583129883,2.7654049396514893,2.0083398818969727,0.3111979067325592,0.3502604067325592
1.6526929140090942,0.2644297182559967,1.3882629871368408,0.9067025780677795,0.5644998550415039,3.420788049697876,1.6196545362472534,1.8011335134506226,0.5299479365348816,0.40625
1.531766414642334,0.20802079141139984,1.3237454891204834,0.9228696823120117,0.5897608399391174,3.172159433364868,1.4759689569473267,1.6961904764175415,0.5559895634651184,0.4557291567325592
1.456216812133789,0.21313399076461792,1.243082880973816,0.9272482395172119,0.6025598049163818,2.721895456314087,1.0528708696365356,1.6690244674682617,0.6731770634651184,0.4700520932674408
1.3959294557571411,0.1932086944580078,1.2027206420898438,0.9326372742652893,0.6217581629753113,2.0903818607330322,0.5828186273574829,1.5075634717941284,0.796875,0.515625
1.3226454257965088,0.17522509396076202,1.1474201679229736,0.9420680403709412,0.6332098245620728,1.7409958839416504,0.42655619978904724,1.3144396543502808,0.83203125,0.5638020634651184
1.279518723487854,0.17001080513000488,1.1095079183578491,0.9366790056228638,0.6527450084686279,1.6789040565490723,0.38520681858062744,1.2936972379684448,0.8619791865348816,0.5859375
1.2384096384048462,0.16471821069717407,1.0736911296844482,0.943752110004425,0.6594812870025635,1.3843134641647339,0.2251371294260025,1.1591763496398926,0.9192708134651184,0.6197916865348816
1.2250683307647705,0.14727964997291565,1.0777888298034668,0.9434152841567993,0.6537554860115051,1.3435717821121216,0.21372872591018677,1.12984299659729,0.921875,0.6315104365348816
1.1748145818710327,0.1441412717103958,1.0306732654571533,0.9457730054855347,0.6628494262695312,1.1140434741973877,0.14317087829113007,0.9708726406097412,0.9466145634651184,0.6731770634651184
1.1187002658843994,0.13466913998126984,0.9840312600135803,0.9531828761100769,0.678342878818512,1.112168550491333,0.16573186218738556,0.9464366436004639,0.9401041865348816,0.6731770634651184
1.0914676189422607,0.11865763366222382,0.9728100299835205,0.95890873670578,0.6776692271232605,1.0668789148330688,0.14927257597446442,0.9176063537597656,0.9466145634651184,0.6822916865348816
1.0749975442886353,0.11567173898220062,0.9593257904052734,0.9616032242774963,0.6867632269859314,1.129370927810669,0.19501423835754395,0.934356689453125,0.93359375,0.6796875
