loss,master_output_loss,sub_output_loss,master_output_categorical_accuracy,sub_output_categorical_accuracy,val_loss,val_master_output_loss,val_sub_output_loss,val_master_output_categorical_accuracy,val_sub_output_categorical_accuracy
3.5986413955688477,0.931281566619873,2.6673600673675537,0.6901041865348816,0.2613932192325592,4.633328914642334,1.8268581628799438,2.8064701557159424,0.28515625,0.19140625
2.134422779083252,0.38424888253211975,1.750173807144165,0.8656113147735596,0.49983158707618713,3.786329984664917,1.302010416984558,2.484318971633911,0.4752604067325592,0.28515625
1.6993205547332764,0.27764883637428284,1.421671748161316,0.907376229763031,0.5732569694519043,2.5947277545928955,0.781383752822876,1.8133436441421509,0.6354166865348816,0.5065104365348816
1.4580413103103638,0.21141602098941803,1.2466254234313965,0.9248905181884766,0.6210845112800598,1.9082279205322266,0.4107440710067749,1.4974838495254517,0.85546875,0.59765625
1.270426869392395,0.1625548154115677,1.1078721284866333,0.940720796585083,0.6547659039497375,1.7282867431640625,0.3386975824832916,1.3895891904830933,0.8880208134651184,0.6171875
1.139454960823059,0.13679473102092743,1.0026602745056152,0.9565510153770447,0.6918154358863831,1.50600004196167,0.25585833191871643,1.2501417398452759,0.91796875,0.6510416865348816
1.0629773139953613,0.11772019416093826,0.9452570676803589,0.9616032242774963,0.7207813858985901,1.3122354745864868,0.18779270350933075,1.1244429349899292,0.9401041865348816,0.6497395634651184
0.975167453289032,0.09654112905263901,0.8786263465881348,0.9690131545066833,0.7258335947990417,1.1990500688552856,0.18673056364059448,1.012319564819336,0.9453125,0.6822916865348816
0.8669734597206116,0.09260520339012146,0.7743682861328125,0.9700235724449158,0.7524418830871582,1.0941301584243774,0.16228531301021576,0.9318448901176453,0.9518229365348816,0.72265625
0.8454169631004333,0.07708185911178589,0.7683349847793579,0.9747389554977417,0.7652408480644226,0.9645751118659973,0.14474646747112274,0.8198287487030029,0.9583333134651184,0.74609375
0.725659966468811,0.07759904861450195,0.6480608582496643,0.9794543385505676,0.7982485890388489,0.8899722099304199,0.12957055866718292,0.7604016661643982,0.9622395634651184,0.7473958134651184
0.6905947923660278,0.056054383516311646,0.6345403790473938,0.9828224778175354,0.7935331463813782,0.8887389302253723,0.13509352505207062,0.7536453604698181,0.953125,0.7369791865348816
0.6354381442070007,0.04739424213767052,0.5880439281463623,0.984843373298645,0.8120579123497009,0.8862836360931396,0.11469000577926636,0.7715935707092285,0.9609375,0.76171875
0.5917574763298035,0.050318192690610886,0.5414392948150635,0.9834961295127869,0.8164365291595459,0.9082815647125244,0.13904651999473572,0.7692349553108215,0.9557291865348816,0.75
0.6091004610061646,0.056602850556373596,0.5524976253509521,0.9831593036651611,0.8194678425788879,0.8749184608459473,0.11184807866811752,0.7630704045295715,0.9622395634651184,0.7513020634651184
0.5200703144073486,0.03736912086606026,0.4827011823654175,0.9892219305038452,0.843718409538269,0.8212540745735168,0.10073348134756088,0.720520555973053,0.9635416865348816,0.7760416865348816
0.49521011114120483,0.03837161883711815,0.456838458776474,0.9868642687797546,0.8501178622245789,0.8699639439582825,0.10473435372114182,0.7652295231819153,0.9609375,0.7630208134651184
0.4583737254142761,0.03972824290394783,0.4186455011367798,0.9878746867179871,0.8595486879348755,0.898388683795929,0.11305788159370422,0.7853307723999023,0.9596354365348816,0.7604166865348816
0.4262574315071106,0.038752324879169464,0.38750508427619934,0.9902324080467224,0.874031662940979,0.8804107308387756,0.12486343830823898,0.755547285079956,0.9583333134651184,0.7630208134651184
0.3863830864429474,0.039518799632787704,0.346864253282547,0.9872010946273804,0.8804311156272888,0.8494634032249451,0.11631949990987778,0.7331438660621643,0.96484375,0.78515625
