loss,master_output_loss,sub_output_loss,master_output_categorical_accuracy,sub_output_categorical_accuracy,val_loss,val_master_output_loss,val_sub_output_loss,val_master_output_categorical_accuracy,val_sub_output_categorical_accuracy
3.556847333908081,0.9269912838935852,2.6298558712005615,0.6907551884651184,0.2708333432674408,5.782545566558838,3.312274932861328,2.470270872116089,0.28125,0.2877604067325592
2.1377172470092773,0.40104156732559204,1.73667573928833,0.8629168272018433,0.49713706970214844,3.8811604976654053,1.5172008275985718,2.363959789276123,0.51953125,0.32421875
1.739889144897461,0.2896399199962616,1.450249433517456,0.8976086378097534,0.5759515166282654,2.5558102130889893,0.7312632203102112,1.8245468139648438,0.6927083134651184,0.4505208432674408
1.5008915662765503,0.2294519543647766,1.2714394330978394,0.9191647171974182,0.6183900237083435,1.8265423774719238,0.40861329436302185,1.4179290533065796,0.8723958134651184,0.6028645634651184
1.345106840133667,0.1800309270620346,1.1650758981704712,0.9403839707374573,0.6412933468818665,1.548550009727478,0.2625930607318878,1.285956859588623,0.9322916865348816,0.6380208134651184
1.1796820163726807,0.16279250383377075,1.0168894529342651,0.9390367269515991,0.6901313662528992,1.349293828010559,0.21584399044513702,1.133449912071228,0.94140625,0.6875
1.1026134490966797,0.131967231631279,0.9706462025642395,0.9541933536529541,0.6992253065109253,1.214739203453064,0.17860840260982513,1.0361307859420776,0.94921875,0.6966145634651184
1.0402193069458008,0.12298968434333801,0.9172296524047852,0.9585719108581543,0.7214550375938416,1.0643750429153442,0.14025522768497467,0.9241197109222412,0.9583333134651184,0.69921875
0.9387860894203186,0.09468290954828262,0.8441030979156494,0.9686763286590576,0.7325698733329773,0.9206912517547607,0.12107022851705551,0.799621045589447,0.9635416865348816,0.7526041865348816
0.8684560656547546,0.08111277967691422,0.7873433232307434,0.9730548858642578,0.7568204998970032,1.0123891830444336,0.13282154500484467,0.8795676827430725,0.95703125,0.703125
0.7949299216270447,0.08992315083742142,0.7050065994262695,0.9727180600166321,0.7793869972229004,0.9053900837898254,0.11093657463788986,0.7944533824920654,0.9622395634651184,0.7330729365348816
0.7698004841804504,0.0644092708826065,0.7053912281990051,0.9821488857269287,0.7837655544281006,0.8618249297142029,0.10863805562257767,0.7531868815422058,0.9583333134651184,0.7473958134651184
0.7168042659759521,0.06600787490606308,0.6507964134216309,0.977096676826477,0.796564519405365,0.8762938380241394,0.09544944763183594,0.7808443903923035,0.96484375,0.7434895634651184
0.640120804309845,0.0595845989882946,0.5805361270904541,0.9808016419410706,0.8174469470977783,0.8989048600196838,0.11278355866670609,0.7861213088035583,0.9622395634651184,0.7395833134651184
0.6272128224372864,0.058211155235767365,0.5690016746520996,0.9811384081840515,0.8100370764732361,0.8078382015228271,0.08584731817245483,0.7219908237457275,0.9713541865348816,0.7591145634651184
0.5938447117805481,0.05073019117116928,0.5431144833564758,0.9821488857269287,0.8295722603797913,0.852559506893158,0.11066680401563644,0.7418927550315857,0.96484375,0.7643229365348816
0.5318196415901184,0.05188429728150368,0.47993528842926025,0.9828224778175354,0.8450656533241272,0.8295769691467285,0.09672959893941879,0.7328473925590515,0.9674479365348816,0.76171875
0.4783882796764374,0.03628410026431084,0.4421042203903198,0.9898955821990967,0.8521387577056885,0.807736873626709,0.09681115299463272,0.7109257578849792,0.9635416865348816,0.76171875
0.45691782236099243,0.040484875440597534,0.4164329469203949,0.9885483384132385,0.8565173745155334,0.814953625202179,0.0948215126991272,0.7201321721076965,0.9661458134651184,0.7643229365348816
0.41621071100234985,0.03111691027879715,0.3850937783718109,0.992253303527832,0.8703266978263855,0.8260194659233093,0.11618558317422867,0.7098338007926941,0.9635416865348816,0.7825520634651184
